,title,date
405,مشروع قانون عدد 2015/37 يتعلق بتدعيم الأسس المالية لبنك الإسكان والشركة التونسية للبنك,2015-6-03
406,مشروع قانون أساسي عدد 2015/36 يتعلق بالموافقة على اتفاقية روتردام المتعلقة بتطبيق اجراء الموافقة المسبقة عن علم على مواد كيميائية ومبيدات آفات معينة خطرة متداولة في التجارة الدولية,2015-5-25
407,مشروع قانون أساسي عدد 2015/35 يتعلق بالموافقة على بروتوكول الاتفاق الاوروربي المتوسطي المؤسس لشراكة بين الجمهورية التونسية من جهة، والمجموعة الأوروبية ودولها الاعضاء من جهة اخرى، حول اتفاق إطاري بين الجمهورية التونسية والاتحاد الاوروبي بخصوص المبادئ العامة لمشاركة الجمهورية التونسية في برامج الاتحاد,2015-5-25
408,مشروع قانون عدد 2015/33 يتعلق بجدولة ديون المتسوغين لعقارات دولية فلاحية,2015-5-25
409,"مشروع قانون عدد 2015/34 يتعلق بالموافقة على اتفاقية القرض المبرمة بتونس في 17 مارس 2015 بين حكومة الجمهورية التونسية والصندوق الكويتي للتنمية الاقتصادية العربية للمساهمة في تمويل مشروع ""الطريق الحزامية X 20 – المقطع الثاني""",2015-5-22
410,مشروع قانون عدد 2015/32 يتعلق بغلق ميزانية الدولة لسنة 2011,2015-5-08
411,مشروع قانون أساسي عدد 2015/31 يتعلق بالاتفاق الاطاري للتعاون التجاري والاقتصادي المبرم بين حكومة الجمهورية التونسية ومجموعة السوق المشتركة لأمريكا الجنوبية (المركوسور),2015-5-08
412,مشروع قانون عدد 2015/30 يتعلق بتنقيح القانون التوجيهي عدد 83 لسنة 2005 المؤرخ في 15 أوت 2005 والمتعلق بالنهوض بالأشخاص المعوقين وحمايتهم,2015-5-08
413,مشروع قانون أساسي عدد 2015/29 يتعلق بمنع الاتجار بالأشخاص ومكافحته,2015-5-08
414,مشروع قانون عدد 2015/28 يتعلق بتنقيح المرسوم عدد 81 لسنة 2011 المؤرخ في 23 أوت 2011 والمتعلق بمركز الموسيقى العربية والمتوسطية,2015-4-23
415,مشروع قانون عدد 2015/27 يتعلق بضبط الوظائف المدنية العليا طبقا لأحكام الفصل 92 من الدستور,2015-4-23
416,مشروع قانون عدد 2015/26 يتعلق بضبط الوظائف العليا طبقا لأحكام الفصل 78 من الدستور,2015-4-23
417,مشروع قانون عدد 2015/25 يتعلق بزجر الإعتداء على القوات المسلحة,2015-4-13
418,مشروع قانون عدد 2015/24 يتعلق بالموافقة على اتفاق التعاون المالي بعنوان سنة 2012 بين حكومة الجمهورية التونسية وحكومة جمهورية المانيا الاتحادية,2015-4-10
419,مشروع قانون عدد 2015/23 يتعلق بالموافقة على اتفاق التعاون التقني بعنوان سنة 2012 بين حكومة الجمهورية التونسية وحكومة جمهورية ألمانيا الإتحادية,2015-4-10
420,مشروع قانون أساسي عدد 2015/22 يتعلق بمكافحة الإرهاب وبمنع غسل الأموال,2015-3-25
421,مشروع قانون عدد 2015/21 يتعلق بتنقيح المرسوم عدد 86 لسنة 2011 المؤرخ في 13 سبتمبر 2011 والمتعلق بإحداث المركز الوطني للسينما والصورة,2015-3-25
422,مشروع قانون عدد 2015/20 يتعلق بالموافقة على البروتوكول المالي المبرم في 10 مارس 2015 بين حكومة الجمهورية التونسية وحكومة الجمهورية الجزائرية الديمقراطية الشعبية يتعلق بمنح قرض لفائدة الجمهورية التونسية,2015-3-25
423,مشروع قانون عدد 2015/19 يتعلق بتنظيم المصادقة على المعاهدات,2015-3-16
424,مشروع قانون عدد 2015/18 يتعلق بالموافقة على الاحالة لفائدة الدولة للقرض الرقاعي المصدر بالسوق المالية اليابانية بضمان بنك اليابان للتعاون الدولي، في شكل اكتتاب خاص موضوع الاتفاقات المبرمة بين البنك المركزي التونسي وجمع من مؤسسات مالية يابانية,2015-3-12
425,مشروع قانون عدد 2015/17 يتعلق بالموافقة على الإحالة لفائدة الدولة للقرض الرقاعي المصدر من قبل البنك المركزي التونسي بالسوق المالية الأمريكية، بضمان من الوكالة الأمريكية للتنمية موضوع الإتفاقات المبرمة بين البنك المركزي التونسي وجمع من مؤسسات مالية اجنبية,2015-3-12
426,مشروع قانون أساسي عدد 2015/16 يتعلق بالمجلس الأعلى للقضاء,2015-3-12
427,مشروع قانون عدد 2015/15 يتعلق بتنقيح القانون عدد 54 لسنة 2013 المؤرخ في 30 ديسمبر 2013 والمتعلق بقانون المالية لسنة 2014,2015-3-12
428,مشروع قانون عدد 2015/14 يتعلق بالموافقة على عقد التمويل المبرم في 19 جوان 2014 بين حكومة الجمهورية التونسية والبنك الأروبي للإستثمار للمساهمة في تمويل مشروع تعصير المؤسسات التربوية,2015-2-18
429,مشروع قانون عدد 2015/13 يتعلق بالموافقة على اتفاقية القرض المبرمة في 19 ديسمبر 2014 بين حكومة الجمهورية التونسية و المؤسسة الألمانية للقروض من أجل الإعمار للمساهمة في تمويل مشروع تعصير المؤسسات التربوية,2015-2-18
430,مشروع قانون عدد 2015/12 يتعلق بالموافقة على اتفاقية القرض المبرمة في 25 نوفمبر 2014 بين حكومة الجمهورية التونسية و الوكالة الفرنسية للتنمية للمساهمة في تمويل برنامج تطهير الأحياء الشعبية,2015-2-18
431,مشروع قانون عدد 2015/11 يتعلق بالموافقة على اتفاقية الضمان المبرمة في 20 نوفمبر 2014 بين حكومة الجمهورية التونسية و المؤسسة الدولية الإسلامية لتمويل التجارة و المتعلقة باتفاقية المرابحة المبرمة بين الشركة التونسية لصناعات التكرير و المؤسسة المذكورة لتمويل استيراد البترول الخام و منتجات البترول,2015-2-18
432,مشروع قانون عدد 2015/10 يتعلق بالموافقة على اتفاق القرض المبرم في 28 نوفمبر 2014 بين حكومة الجمهورية التونسية و البنك الإفريقي للتنمية و الخاص بتمويل مشروع التنمية الفلاحية المندمجة بقابس(المرحلة 2),2015-2-18
433,مشروع قانون عدد 2015/09 يتعلق بتخفيف العبء الجبائي على أصحاب الدخل الضعيف,2015-2-18
434,مشروع قانون عدد 2015/08 يتعلق بضبط الإعفاءات من المعلوم بمناسبة مغادرة البلاد التونسية,2015-2-18
435,,2015-2-05
436,"مشروع قانون أساسي عدد 2015/07 يتعلق بالموافقة على انضمام الجمهورية التونسية للمركز الاوروبي للترابط والتضامن العالمي ""مركز شمال ـ جنوب""",2015-1-20
437,مشروع قانون عدد 2015/05 يتعلق بالموافقة على اتفاقية القرض المبرمة في 12 نوفمبر 2014 بين حكومة الجمهورية التونسية و الصندوق الدولي للتنمية الزراعية للمساهمة في تمويل مشروع التنمية الزراعية الرعوية و القطاعات ذات الصلة بولاية مدنين,2015-1-20
438,مشروع قانون أساسي عدد 2015/03 يتعلق بالموافقة على بروتوكول اتفاق يتعلق بإرسال فرق طبية صينية إلى البلاد التونسية بين حكومة الجمهورية التونسية وحكومة جمهورية الصين الشعبية,2015-1-20
439,مشروع قانون عدد 2015/04 يتعلق بالموافقة على اتفاق القرض المبرم في 8 أكتوبر 2014 بين الجمهورية التونسية والبنك الدولي للإنشاء والتعمير لتمويل برنامج التنمية الحضرية والحوكمة المحلية,2015-1-19
440,مشروع قانون أساسي عدد 2015/06 يتعلق بالموافقة على مذكرة تفاهم حول تبادل قطعتي ارض بين حكومة الجمهورية التونسية وحكومة دولة فلسطين,2015-1-19
441,مشـروع قانون أساسي عدد 2015/02 يتعلق بالموافقة على اتفاق لنقل الأشخاص والبضائع على الطرقات بين حكومة الجمهورية التونسية وحكومة جمهورية صربيا,2015-1-19
442,مشروع قانون أساسي عدد 2015/01 يتعلق بالإيداع القانوني,2015-1-19
443,مشروع النظام الداخلي لمجلس نواب الشعب,2014-12-08
444,مشروع قانون عدد 2014/74 يتعلق بمشروع قانون الماليّة لسنة 2015,2014-12-04
445,مشروع قانون أساسي عدد 2019/41 يتعلق بحقوق المرضى والمسؤولية الطبية,2023-12-01
446,مشروع قانون أساسي عدد 2021/045 يتعلق بتنظيم حالة الطوارئ الصحيّة,2021-7-08
447,مقترح قانون عدد 2021/044 يتعلق بتنقيح القانون عدد 18 لسنة 1976 المؤرخ في 21 جانفي 1976 المتعلق بمراجعة وتدوين التشريع الخاص بالصرف وبالتجارة الخارجية والمنظم للعلاقات بين البلاد التونسية والبلدان الأجنبية,2021-7-06
448,مقترح قانون عدد 2021/043 يتعلق بمنع هدر المواد الغذائية,2021-7-06
449,مقترح قانون عدد 2021/042 يتعلق بتنقيح واتمام بعض أحكام القانون عدد 21 لسنة 1995 المؤرخ في 13 فيفري 1995 المتعلق بالعقارات الدولية الفلاحية,2021-7-06
450,مقترح قانون عدد 2021/041 يتعلق بالمصابين بطيف التوحد,2021-6-24
451,مشروع قانون أساسي عدد 2021/040 يتعلق بالموافقة على اتفاقية المقر بين حكومة الجمهورية التونسية والجهاز العربي للاعتماد,2021-6-18
452,مقترح قانون عدد 2021/039 يتعلق بتعديل القانون عدد 69 لسنة 2016 المؤرخ في 10 أوت 2016 والمتعلق بتنقيح وإتمام القانون عدد28 لسنة 1964 المؤرخ في 04 جوان 1964 المتعلق بضبط النظام الأساسي للأراضي الاشتراكية,2021-6-15
453,مشروع قانون أساسي عدد 2021/038 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى البروتوكول المعدّل لإتفاقية المنظمة العالمية للتجارة بشأن جوانب الملكية الفكريّة الخاصة بالتجارة ، المعتمد بجنيف بتاريخ 6 ديسمبر 2005,2021-6-14
454,مقترح قانون عدد 2021/037 يتعلق بتنقيح القانون الأساسي عدد 58 لسنة 2017 مؤرخ في 11 أوت 2017 المتعلق بالقضاء على العنف ضد المرأة,2021-6-03
455,مقترح قانون عدد 2021/036 يتعلق بتنقيح القانون عدد 40 لسنة 1975 مؤرخ في 14 ماي 1975 المتعلق بتنقيح قانون جوازات السفر,2021-5-27
456,"مشروع قانون عدد 2021/035 يتعلق بالموافقة على اتفاقية لزمة انتاج الكهرباء واتفاقية إشغال الموقع وملاحقهما ""للمحطة الفولطاضوئية بالمتبسطة""",2021-5-26
457,"مشروع قانون عدد 2021/034 يتعلق بالموافقة على اتفاقية لزمة انتاج الكهرباء واتفاقية إشغال الموقع وملاحقهما ""للمحطة الفولطاضوئية بتوزر""",2021-5-26
458,"مشروع قانون عدد 2021/033 يتعلق بالموافقة على اتفاقية لزمة انتاج الكهرباء واتفاقية إشغال الموقع وملاحقهما ""للمحطة الفولطاضوئية بمزونة""",2021-5-26
459,"مشروع قانون عدد 2021/032 يتعلق بالموافقة على اتفاقية لزمة انتاج الكهرباء واتفاقية إشغال الموقع وملاحقهما ""للمحطة الفولطاضوئية ببرج بورقيبة""",2021-5-26
460,"مشروع قانون عدد 2021/031 يتعلق بالموافقة على اتفاقية لزمة انتاج الكهرباء واتفاقية إشغال الموقع وملاحقهما ""للمحطة الفولطاضوئية بسقدود""",2021-5-26
461,مشروع قانون أساسي عدد 2021/030 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى بروتوكول عام 1996 لتعديل اتفاقية حدود المسؤولية عن المطالبات البحرية لعام 1976,2021-5-26
462,مشروع قانون أساسي عدد 2021/029 يتعلق بالموافقة على اتفاق بين حكومة الجمهورية التونسية وحكومة روسيا الإتحادية في مجال النقل الدولي عبر الطرقات,2021-5-05
463,مقترح قانون عدد 2021/028 يتعلق بتنقيح القانون عدد 70 لسنة 1982 المؤرخ في 6 أوت 1982 المتعلق بالقانون الأساسي العام لقوات الأمن الداخلي,2021-5-04
464,مقترح قانون عدد 2021/027 يتعلق بتنقيح القانون الأساسي عدد 16 لسنة 2014 المؤرخ في 26 ماي 2014 المتعلق بالإنتخابات والإستفتاء,2021-5-03
465,مشروع قانون أساسي عدد 2021/026 يتعلق بالموافقة على اتفاق بين حكومة الجمهورية التونسية وحكومة الجمهورية اليونانية في مجال النقل البحري,2021-4-21
466,مشروع قانون عدد 2021/025 يتعلق بتنقيح أحكام الفصل 96 من المجلة الجزائية,2021-4-21
467,مشروع قانون عدد 2021/024 يتعلق بالموافقة على اتفاقية الضمان عند أول طلب المبرمة بتاريخ 19 مارس 2021 بين الجمهورية التونسية والوكالة الفرنسية للتنمية والمتعلقة بالقرض المسند للديوان الوطني للتطهير لتمويل القسط الرابع من البرنامج الوطني للتطهير الريفي,2021-4-21
468,مشروع قانون عدد 2021/023 يتعلق بالموافقة على اتفاقية الضمان المبرمة بتاريخ 29 ديسمبر 2020 بين الجمهورية التونسية والصندوق الكويتي للتنمية الاقتصادية العربية والمتعلقة باتفاقية القرض المبرمة بين الشركة الوطنية لاستغلال وتوزيع المياه والصندوق الكويتي للتنمية الاقتصادية العربية للمساهمة في تمويل مشروع تحسين شبكات مياه الشرب في المناطق الحضرية,2021-4-21
469,مشروع قانون عدد 2021/022 يتعلق بالموافقة على اتفاقية الضمان المبرمة بتاريخ 12 فيفري 2021 بين الجمهورية التونسية والمؤسسة الدولية الإسلامية لتمويل التجارة والمتعلقة باتفاقية المرابحة المبرمة بين الشركة التونسية للكهرباء والغاز والمؤسسة المذكورة للمساهمة في تمويل استيراد الغاز الطبيعي,2021-4-21
470,مشروع قانون عدد 2021/021 يتعلق بالموافقة على اتفاقية الضمان المبرمة بتاريخ 12 فيفري 2021 بين الجمهورية التونسية والمؤسسة الدولية الإسلامية لتمويل التجارة والمتعلقة باتفاقية المرابحة المبرمة بين المجمع الكيميائي التونسي والمؤسسة المذكورة للمساهمة في تمويل استيراد المواد الأولية,2021-4-21
471,مقترح قانون أساسي عدد 2021/020 يتعلق بتنقيح واتمام القانون الأساسي عدد 16 لسنة 2014 المؤرخ في 26 ماي 2014 المتعلق بالانتخابات والاستفتاء كما تم تنقيحه وإتمامه بالقانون الأساسي عدد 7 لسنة 2017 المؤرخ في 14 فيفري 2017 وبالقانون الأساسي عدد 76 لسنة 2019 المؤرخ في 30 أوت 2019,2021-4-20
472,مشروع قانون عدد 2021/019 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 02 أفريل 2021 بين الجمهورية التونسية والبنك الدولي للإنشاء والتعمير للمساهمة في تمويل مشروع الحماية الاجتماعية للتصدي العاجل لجائحة كوفيد 19,2021-4-19
473,مشروع قانون عدد 2021/018 يتعلق بإتمام الأمر العلي المؤرخ في 4 جوان 1957 المتعلق بالعمليات العقارية,2021-4-13
474,مشروع قانون أساسي عدد 2021/017 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى بروتوكول تعديل الإتفاقية بشأن الجرائم وبعض الأفعال الأخرى التي ترتكب على متن الطائرات,2021-4-06
475,مشروع قانون عدد 2021/016 يتعلق بالموافقة على اتفاقية التمويل المبرمة بتاريخ 18 فيفري 2021 بين الجمهورية التونسية ومجموعة من البنوك المحلية لتمويل ميزانية الدولة,2021-4-06
476,مشروع قانون عدد 2021/015 يتعلق بالموافقة على اتفاق القرض المبرم بتاريخ 31 مارس 2021 بين الجمهورية التونسية والبنك الدولي للإنشاء والتعمير لتوفير تمويل إضافي لمشروع مجابهة كوفيد – 19,2021-4-06
477,مشروع قانون أساسي عدد 2021/014 يتعلق بالموافقة على الإتفاقية العالمية للإعتراف بالمؤهلات المتعلقة بالتعليم العالي,2021-3-17
478,مشروع قانون أساسي عدد 2021/013 يتعلق بالموافقة على اتفاقية حول الضمان الإجتماعي بين الجمهورية التونسية والكنفدرالية السويسرية,2021-3-17
479,مشروع قانون عدد 2021/012 يتعلق بالموافقة على اتفاقية الضمان المبرمة بتاريخ 30 ديسمبر 2020 بين الجمهورية التونسية والبنك الأوروبي لإعادة الإعمار والتنمية والمتعلقة بالقرض المسند للشركة التونسية للكهرباء والغاز للمساهمة في تمويل مشروع الإصلاح المالي للشركة التونسية للكهرباء والغاز,2021-3-17
480,"مشروع قانون عدد 2021/011 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 22 فيفري 2021 بين الجمهورية التونسية والبنكين ""بي ان بي باريبا فورتيس"" و ""بي ان بي باريبا"" لتمويل اقناء شاحنات عسكرية لفائدة وزارة الدفاع الوطني",2021-3-17
481,مقترح قانون عدد 2021/010 يتعلق بتعديل القانون التوجيهي عدد 83 لسنة 2005 المؤرخ في 15 أوت 2005 المتعلق بالنهوض بالأشخاص المعوقين وحمايتهم,2021-3-12
482,"مشروع قانون عدد 2021/009 يتعلق بضبط أحكام استثنائية خاصة بالمسؤولية المدنيّة الناتجة عن استخدام اللقاحات والأدوية المُضادة لفيروس "" سارس – كوف - 2 "" وجبر الأضرار المُنجرّة عنه",2021-2-15
483,مقترح قانون عدد 2021/008 يتعلق بتنقيح القانون 38 لسنة 2020 المؤرخ في 13 أوت 2020 والمتعلق بأحكام استثنائية للانتداب في القطاع العمومي,2021-2-12
484,مقترح قانون عدد 2021/007 يتعلق بتنقيح القانون 52 لسنة 1992 المؤرخ في 18 ماي 1992 المتعلّق بالمخدّرات,2021-2-09
485,مقترح قانون عدد 2021/005 يتعلق بتنقيح أحكام القانون الأساسي عدد 58 لسنة 2017 المؤرخ في 11 أوت 2017 المتعلق بالقضاء على العنف ضد المرأة,2021-2-05
486,مقترح قانون عدد 2021/004 يتعلق بتنقيح القانون 52 لسنة 1992 المؤرخ في 18 ماي 1992 المتعلّق بالمخدرات,2021-2-02
487,"مشروع قانون عدد 2021/003 يتعلق بالترخيص للدولة في الانضمام إلى المبادرة العالمية لتسهيل إتاحة اللقاحات ضد فيروس كوفيد – 19 ""كوفاكس"" (COVAX) وفي الالتزام بالشروط العامة المحددة من قبل التحالف العالمي من أجل اللقاحات والتمنيع ""قافي"" (GAVI)",2021-1-27
488,النظر في طلب منح الثقة إلى الأعضاء الجدد المقترحين ضمن التحوير الوزاري - حكومة هشام المشيشي,2021-1-26
489,قرار من الجلسة العامة لمجلس نواب الشعب مؤرخ في 19 جانفي 2021 يتعلق بإقرار تدابير لضمان استمرارية عمل مجلس نواب الشعب إثر تفشي فيروس 19-COVID,2021-1-19
490,مقترح قانون عدد 2021/002 يتعلق بدعم مجهود الدولة وتنسيقه في مجال إرساء الحوكمة ومكافحة الفساد,2021-1-18
491,مقترح قانون عدد 2021/001 يتعلق بتنقيح الفصول 53-259-260-261 من المجلة الجزائية والمتعلقة بجرائم السرقات وغيرها ممّا هو مُشبه بها,2021-1-08
492,مقترح تنقيح وإتمام النظام الداخلي لمجلس نواب الشعب,2021-1-05
493,مشروع قانون عدد 2020/153 يتعلق بالموافقة على اتفاقية الضمان المبرمة بتاريخ 16 أوت 2020 بين حكومة الجمهورية التونسية والصندوق العربي للإنماء الاقتصادي والاجتماعي بصفته مديرا للحساب الخاص المنشأ لديه لتمويل مشروعات القطاع الخاص الصغيرة والمتوسطة في الدول العربية والمتعلقة بالقرض المقدم للشركة التونسية للبنك للمساهمة في تمويل المشروعات القطاع الخاص الصغيرة والمتوسطة في الجمهورية التونسية,2020-12-17
494,"مشروع قانون عدد 2020/152 يتعلق بالترخيص للدولة في الاكتتاب في الزيادة العامة السابعة في رأس مال البنك الإفريقي للتنمية وفي الأسهم المتوفرة من الزيادة العامة السادسة وفي الأسهم المحدثة بموجب انضمام دولة ""إيرلندا"" إلى البنك الإفريقي للتنمية",2020-12-17
495,مقترح قانون عدد 2020/151 يتعلق بتجريم التطبيع مع الكيان الصهيوني,2020-12-15
496,مقترح قانون عدد 2020/150 يتعلق بضبط النظام الأساسي لسلك أمناء المحاكم من الصنف العدلي,2020-12-15
497,مقترح قانون عدد 2020/149 يتعلق بقانون الهياكل الرياضية,2020-12-08
498,"مقترح قانون عدد 2020/148 يتعلق بتغيير كلمة ""الإسرائليين"" باليهود في الفصل 292 من مجلة المرافعات المدنية والتجارية",2020-12-08
499,مقترح قانون عدد 2020/147 يتعلق بتعليق الآجال طيلة فترة إضراب كتبة المحاكم والذي انطلق بتاريخ 23 نوفمبر 2020,2020-12-06
500,مقترح قانون عدد 2020/146 يتعلق بتنقيح القانون عدد 33 لسنة 1969 المتعلق بضبط توريد الأسلحة والاتجار فيها ومسكها وحملها,2020-12-02
501,مقترح قانون عدد 2020/145 يتعلق بتنقيح القانون عدد 40 لسنة 1975 مؤرخ في 14 ماي 1975 والمتعلق بجوازات السفر ووثائق السفر,2020-11-30
502,مشروع قانون عدد 2020/144 يتعلق بالموافقة على اتفاقية الضمان عند أول طلب المبرمة بتاريخ 22 أكتوبر 2020 بين الجمهورية التونسية والوكالة الفرنسية للتنمية والمتعلقة بالقرض المسند للشركة الوطنية لاستغلال وتوزيع المياه للمساهمة في تمويل برنامج تعزيز وتأمين تزويد تونس الكبرى بالماء الصالح للشراب,2020-11-27
503,مشروع قانون عدد 2020/143 يتعلق بالموافقة على اتفاقية القرض المبرمة بتاريخ 22 أكتوبر 2020 بين الجمهورية التونسية والوكالة الفرنسية للتنمية للمساهمة في تمويل برنامج تعزيز وتأمين تزويد تونس الكبرى بالماء الصالح للشرب,2020-11-27
504,مشروع قانون عدد 2020/142 يتعلق بالموافقة على مذكرة التفاهم واتفاق القرض المبرمين بين الجمهورية التونسية والاتحاد الأوروبي والمتعلقين بالقرض المسند للحكومة التونسية في إطار آلية الدعم المالي الكلي,2020-11-27
505,مشروع قانون عدد 2020/141 يتعلق بالموافقة على اتفاق الضمان عند أول طلب المبرم بتونس بتاريخ 21 اكتوبر 2020 بين حكومة الجمهورية التونسية والبنك الأوروبي للاستثمار والمتعلق بعقد التمويل المبرم بين الشركة الوطنية لاستغلال وتوزيع المياه والبنك الأوروبي للاستثمار للمساهمة في تمويل مشروع انجاز معالجة المياه ببجاوة وربطها بالشبكات والمنشأت المائية للشركة,2020-11-25
506,مشروع قانون عدد 2020/140 يتعلق بالموافقة على عقد التمويل المبرم بتونس بتاريخ 21 اكتوبر 2020 بين الجمهورية التونسية والبنك الأوروبي للاستثمار للمساهمة في تمويل مشروع تزويد المرفأ المالي بالماء الصالح للشراب,2020-11-25
507,مشروع قانون عدد 2020/139 يتعلق بقانون المالية التعديلي لسنة 2020,2020-11-13
508,مشروع قانون عدد 2020/138 يتعلق بالموافقة على اتفاق اطاري لتوفير خط تمويل واتفاق القرض المبرمان بتاريخ 22 أكتوبر 2020 بين الجمهورية التونسية والوكالة الفرنسية للتنمية للمساهمة في تمويل برنامج دعم الإصلاحات لتعزيز صلابة الاقتصاد التونسي,2020-11-12
509,"مشروع قانون عدد 2020/137 يتعلق بالموافقة على الاتفاقية الخاصة وملحقاتها المتعلقة بامتياز استغلال المحروقات الذي يعرف بـ ""جبل الدولاب""",2020-11-12
510,"مشروع قانون عدد 2020/136 يتعلق بالموافقة على الاتفاقية الخاصة وملحقاتها المتعلقة بامتياز استغلال المحروقات الذي يعرف بـ ""معمورة""",2020-11-12
511,"مشروع قانون عدد 2020/135 يتعلق بالموافقة على الاتفاقية الخاصة وملحقاتها المتعلقة بامتياز استغلال المحروقات الذي يعرف بـ ""قرمدة""",2020-11-12
512,مقترح قانون عدد 2020/134 يتعلق بعملة الحضائر المتجاوز سنهم 45 سنة,2020-11-09
513,مقترح قانون عدد 2020/133 يتعلق بمقترحات تعديل القانون عدد 35 لسنة 2016 المؤرخ في 25 أفريل 2016 المتعلق بضبط النظام الأساسي للبنك المركزي,2020-11-04
514,مقترح قانون عدد 2020/132 يتعلق بتنقيح وإتمام قانون عدد 35 لسنة 2016 مؤرخ في 25 أفريل 2016 المتعلق بضبط النظام الأساسي للبنك المركزي التونسي,2020-11-03
515,مشروع قانون عدد 2020/131 يتعلق بالمؤسسات العمومية للتصرف في المنظومة المائية بالمناطق السقوية العمومية,2020-10-27
516,مشروع قانون عدد 2020/130 يتعلق بالترخيص للدولة في الاكتتاب في راس مال شركة تونس الطرقات السيارة,2020-10-26
517,مشروع قانون أساسي عدد 2020/129 يتعلق بالموافقة على النظام الأساسي للمجلس الدولي للتمور,2020-10-22
518,مشروع قانون أساسي عدد 2020/128 يتعلق بتنقيح القانون الأساسي عدد 15 لسنة 2019 المؤرخ في 13 فيفري 2019 المتعلق بالقانون الأساسي للميزانية,2020-10-22
519,مشروع قانون أساسي عدد 2020/127 يتعلق بالموافقة على البروتوكول الإضافي للاتفاق الأوروبي المتوسطي المؤسس للشراكة بين الجمهورية التونسية من جهة والمجموعة الأوروبية ودولها الأعضاء من جهة أخرى، مراعاة لانضمام جمهورية كرواتيا إلى الاتحاد الأوروبي,2020-10-22
520,مشروع قانون أساسي عدد 2020/126 يتعلق بالموافقة على قرارات المؤتمر الاستثنائي الثاني للاتحاد البريدي العالمي,2020-10-22
521,مقترح قانون أساسي عدد 2020/125 يتعلق بحرية الاتصال السمعي البصري وبتنظيم هيئة الاتصال السمعي البصري وضبط اختصاصاتها,2020-10-21
522,مشروع قانون عدد 2020/124 يتعلق بقانون المالية لسنة 2021,2020-10-14
523,مشروع قانون عدد 2020/123 يتعلق بقانون المالية التعديلي لسنة 2020,2020-10-14
524,مقترح قانون عدد 2020/122 يتعلق بتنقيح القانون الأساسي عدد 26 لسنة 2015 مؤرخ في 7 أوت 2015 المتعلق بمكافحة الإرهاب ومنع غسل الأموال,2020-10-09
525,مشروع قرار من الجلسة العامة يتعلق باقرار تدابير لضمان استمرارية عمل مجلس نواب الشعب,2020-10-02
526,مشروع قانون عدد 2020/121 يتعلق بغلق ميزانية الدولة لسنة 2018,2020-10-02
527,مقترح قانون عدد 2020/120 يتعلق بتنقيح القانون الأساسي عدد 53 المؤرخ في 24 ديسمبر 2013 المتعلق بإرساء العدالة الانتقالية وتنظيمها,2020-9-25
528,جلسة عامة مخصصة لمنح الثقة لأعضاء الحكومة المقترحين - حكومة هشام المشيشي,2020-9-01
529,مشروع قانون عدد 2020/119 يتعلق بإحداث تعاونية أعوان رئاسة الحكومة,2020-8-31
530,مشروع قانون عدد 2020/118 يتعلق بتنظيم العمل المنزلي,2020-8-31
531,مشروع قانون أساسي عدد 2020/117 يتعلق بالموافقة على اتفاق بين حكومة الجمهورية التونسية وحكومة جمهورية رواندا بشأن الخدمات الجوية,2020-8-26
532,مشروع قانون عدد 2020/116 يتعلق بتنقيح القانون عدد 21 لسنة 1995 مؤرخ في 13 فيفري 1995 المتعلق بالعقارات الدولية الفلاحية,2020-8-26
533,مشروع قانون أساسي عدد 2020/115 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى اتفاقية مجلس أوروبا لمنع ومكافحة العنف ضد المرأة والعنف المنزلي,2020-8-18
534,مشروع قانون عدد 2020/114 يتعلق بالموافقة على عقد القرض المبرم بتاريخ 13 جويلية 2020 بين الجمهورية التونسية والمؤسسة الألمانية للقروض من أجل إعادة الإعمار لتمويل برنامج دعم الإصلاحات في القطاع العمومي – مرحلة أولى,2020-8-11
535,مشروع قانون عدد 2020/113 يتعلق بمعالجة وضعيات التداين المفرط للأشخاص الطبيعيين,2020-8-11
536,مشروع قانون عدد 2020/112 يتعلق بالموافقة على عقد القرض المبرم بتاريخ 15 جوان 2020 بين الجمهورية التونسية والبنك الدولي للإنشاء والتعمير بعنوان التمويل الأول لسياسة التنمية الطارئة من أجل الصمود والإنعاش,2020-8-11
537,مشروع قانون عدد 2020/111 يتعلق بالموافقة على اتفاق التمويل المبرم بتاريخ 10 فيفري 2020 بين الجمهورية التونسية والصندوق الدولي للتنمية الزراعية للمساهمة في تمويل مشروع الادماج الاقتصادي والاجتماعي والتضامني بولاية القيروان,2020-8-11
538,مشروع قانون أساسي عدد 2020/110 يتعلق بالموافقة على انضمام الجمهورية التونسية الى الاتفاقية رقم 129 بشأن تفقد الشغل في القطاع الفلاحي، المُعتمدة من قبل منظمة العمل الدولية بجنيف في 25 جوان 1969,2020-8-11
539,مشروع قانون أساسي عدد 2020/109 يتعلق بالموافقة على انضمام الجمهورية التونسية إلى الاتفاقية رقم 187 بشأن الإطار الترويجي للصحة والسلامة المهنيين، المعتمدة من قبل منظمة العمل الدولية بجنيف في 15جوان 2006,2020-8-11
